id,lat,lon,e,alat,alon,educational,topics,languages,name,type,parent,parenttype,mo_o,mo_c,tu_o,tu_c,we_o,we_c,th_o,th_c,fr_o,fr_c,all,over,under
1504,52.56207999999999,13.36083,0,52.56201,13.36058,,,,"EKT - Die Entdecker (1)",1,97,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,23,23,0
100001,52.56232,13.35771,0,52.56217,13.35767,,,,"EKT - Die Entdecker (2)",1,97,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,15,15,0
578229,52.56232,13.35771,0,52.56217,13.35767,,,,"EKT - Die Entdecker (III)",1,97,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,14,14,0
1507,52.6113691,13.245852,0,52.6106,13.24744,"2","6",,"EKT - Die Igelkinder",1,98,2,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:00,24,14,10
1205,52.55161,13.3612,0,52.55185,13.36124,"2","1|3|4",,"EKT - Die kleinen Chaoten",1,99,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,23,21,2
1812,52.48014999999999,13.32128,0,52.48003,13.3214,,,,"EKT - Die Lauser",1,100,2,0,0,0,0,0,0,0,0,0,0,16,16,0
1913,52.481174,13.3593051,0,52.48118,13.35923,,"2",,"EKT - Die Meckerbeine",1,101,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,13,13,0
2518,52.5651173,13.3898211,0,52.5651,13.39004,,,,"EKT - Die Ministerne",1,102,2,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,16,16,0
2485,52.58759999999999,13.40231,0,52.5876,13.40265,,,,"EKT - Die Pankis",1,103,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,30,19,11
1151,52.49028999999999,13.39149,0,52.49049,13.39154,,,,"EKT - Die Panzerknacker",1,104,2,0,0,0,0,0,0,0,0,0,0,34,34,0
1761,52.52616,13.1803781,0,52.52611,13.18052,,,,"EKT - Die Seeburg",1,105,2,0,0,0,0,0,0,0,0,0,0,16,11,5
941,52.427903,13.4149763,1,52.44132,13.42468,"2","1|4",,"EKT - Dinglhopper",1,106,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,40,30,10
1804,52.4880846,13.3213985,0,52.48816,13.32151,"9|4|2","0|1|3|4|6",,"EKT - Donnerbagger",1,107,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,12,7,5
1559,52.55365,13.36527,0,52.55358,13.36538,,,,"EKT - Doppelpünktchen",1,108,2,08:00,17:00,08:00,16:00,08:00,17:00,08:00,17:00,08:00,17:00,17,12,5
339,52.5473325,13.2050502,0,52.54738,13.20514,,,,"EKT - Dreiecke und Kreise",1,109,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,24,21,3
914,52.50119,13.30247,0,52.50102,13.30228,,,,"EKT - Droysen-Mäuse",1,110,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,16:30,81,54,27
866,52.5176768,13.2943687,0,52.51768,13.29431,,,,"EKT - Drunter und Drüber",1,111,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,14,14,0
2327,52.5319081,13.3483383,1,52.52752,13.34299,"0",,,"EKT - Drunter und Drüber",1,112,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,19,13,6
394,52.50386,13.2626811,0,52.50206,13.26324,,,,"EKT - Eichhörnchen",1,113,2,07:45,16:00,07:45,16:00,07:45,16:00,07:45,16:00,07:45,16:00,18,13,5
655,52.4958389,13.266142,0,52.49581,13.26618,,,,"EKT - Eichkatzweg",1,114,2,0,0,0,0,0,0,0,0,0,0,13,13,0
885,52.48871,13.4269,0,52.48882,13.42688,,,,"EKT - Einstürzende Bauklötze",1,115,2,0,0,0,0,0,0,0,0,0,0,15,15,0
1508,52.64189,13.2967,0,52.64185,13.29672,,,,"EKT - Ententeich",1,116,2,0,0,0,0,0,0,0,0,0,0,16,14,2
124,52.5358994,13.4097539,0,52.53581,13.4099,"2",,,"EKT - Erdnuckel",1,117,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,19,18,1
1588,52.4976709,13.41298,0,52.49759,13.41303,,,,"EKT - Fajam",1,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,52.4961081,13.3290488,1,52.48509,13.59282,,,,"EKT - Finowkids",1,119,2,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,22,15,7
1707,52.50518,13.29927,0,52.50513,13.29948,,,,"EKT - Firlefanz",1,120,2,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,17,15,2
412,52.466,13.3198701,0,52.46593,13.31982,"0",,,"EKT - Fliegenpilz",1,121,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,16,16,0
656,52.50492,13.29504,0,52.505,13.29498,,,,"EKT - Flitzpiepen",1,122,2,0,0,0,0,0,0,0,0,0,0,19,13,6
2373,52.5540854,13.3919163,0,52.55417,13.39181,"0","0|1|3|4|6|5",,"EKT - Flohzirkus Wedding",1,123,2,0,0,0,0,0,0,0,0,0,0,18,14,4
1254,52.4903384,13.3461955,0,52.49018,13.34622,"0",,,"EKT - Frechdachs",1,124,2,0,0,0,0,0,0,0,0,0,0,16,10,6
2316,52.52171999999999,13.33556,0,52.52167,13.3357,"2",,,"EKT - Frecher Spatz",1,125,2,0,0,0,0,0,0,0,0,0,0,20,20,0
341,52.4664133,13.3402156,1,52.51359,13.62376,"2",,,"EKT - Friedenauer Elterninitiative",1,126,2,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,20,20,0
993,52.52611,13.31016,0,52.52591,13.31027,"3","3|4",,"EKT - Gesellschaft f.intern.Kultur- u.Bildungsarbeit",1,127,2,07:15,16:15,07:30,17:00,07:30,17:00,07:30,17:00,07:15,17:00,62,39,23
2752,52.52280099999999,13.452673,0,52.52271,13.45261,"17|3","0|1|2|3|4|6","1","EKT - Grüne Wolke",1,128,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,19,14,5
1620,52.48699999999999,13.39129,0,52.48692,13.3914,"2",,,"EKT - Kalle Kirschkern e.V.",1,129,1,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,16,11,5
723,52.517858,13.3025701,0,52.51779,13.30252,"2","0|1|4|6",,"EKT - Karamell",1,130,2,0,0,0,0,0,0,0,0,0,0,23,18,5
1698,52.51335779999999,13.2930138,0,52.51346,13.29302,"2","0|1|3|4|6",,"EKT - Kartoffelladen",1,131,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,18,13,5
1437,52.41703,13.40326,0,52.417,13.40333,,,,"EKT - Kasperle",1,132,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,15:30,25,15,10
549,52.45852259999999,13.3314898,0,52.45848,13.33146,"2",,,"EKT - Kasymir",1,133,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:00,21,15,6
902,52.4870704,13.3766466,0,52.48707,13.37642,,,,"EKT - Katzbach-Piraten",1,134,2,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,17,15,2
662,52.4876197,13.3204997,0,52.48781,13.3207,"2",,,"EKT - Kiga für musische und sprachliche Erziehung",1,135,2,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,33,27,6
2372,52.5504622,13.3808418,0,52.55047,13.38075,"2",,,"EKT - Kila Spatzenkinder",1,136,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,18,18,0
1609,52.4987647,13.4366332,0,52.49873,13.43653,"11|2","2|3","0|7|8|3","EKT - Kinder einer Erde",1,137,2,08:30,17:30,08:30,17:30,08:30,17:30,08:30,17:30,08:30,17:30,28,14,14
2445,52.5455109,13.4072944,1,52.53632,13.40667,"18|10|0|2",,,"EKT - Kinder Sorpresa",1,138,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,37,37,0
346,52.51385,13.2947,0,52.51373,13.29462,"2","0|1|2|3|4|6|7|5","3","EKT - Kinderbegegnungsstätte Atatürk",1,139,2,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,26,18,8
191,52.51300879999999,13.4626085,1,52.45883,13.53431,,,,"EKT - Kinderbüro",1,140,2,0,0,0,0,0,0,0,0,0,0,20,20,0
1200,52.4916782,13.4332984,0,52.49167,13.43327,,,,"EKT - Kinderfan",1,141,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,19,19,0
657,52.52003999999999,13.30217,0,52.52008,13.30219,,,,"EKT - Kindergarten am Schloß Charlottenburg",1,142,2,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,25,19,6
1190,52.52006000000001,13.30155,0,52.5201,13.30175,,,,"EKT - Kindergarten am Schloß Charlottenburg",1,142,2,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,22,15,7
1544,52.52057,13.30166,0,52.52047,13.30172,,,,"EKT - Kindergarten am Schloß Charlottenburg",1,142,2,06:45,16:45,06:45,16:45,06:45,16:45,06:45,16:45,06:45,16:45,50,40,10
1929,52.48385,13.36303,0,52.48373,13.36296,,,,"EKT - Kindergruppe Bunte Knospe",1,143,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,16,16,0
1523,52.48733,13.27144,0,52.48717,13.27113,"2",,,"EKT - Kindergruppe Hasensprung",1,144,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,17,14,3
1677,52.51085,13.28355,0,52.51098,13.28358,,,,"EKT - Kindergruppe Lassymoss",1,145,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,16:00,16,12,4
1800,52.4720764,13.3097888,0,52.47209,13.30981,"2","4",,"EKT - Kinderhaus Binger Straße",1,146,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,40,40,0
1757,52.547525,13.2050449,1,52.60917,13.29891,"2",,,"EKT - Kinderhaus Gruberzeile",1,147,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,20,15,5
1861,52.41338,13.26096,0,52.41331,13.26096,"12",,,"EKT - Kinderhaus Schönow",1,148,2,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,18,15,3
812,52.4956904,13.4272009,1,52.50306,13.42231,"2",,,"EKT - Kinderhaus Waldemar Elterninitiative",1,149,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,86,86,0
2387,52.54893999999999,13.37186,1,52.43769,13.68452,,,,"EKT - Kinderhütte Wiesenstraße",1,150,2,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,21,21,0
1678,52.504742,13.2974562,0,52.5046,13.29758,,,,"EKT - Kinderladen - was sonst",1,151,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,22,22,0
1684,52.5087124,13.3137619,1,52.50906,13.31849,,,,"EKT - Kinderladen 1 Goethestraße (EG rechts)",1,152,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,11,11,0
2334,52.5272806,13.3513218,0,52.52733,13.35134,"2","6",,"EKT - Kinderladen Badehaus",1,153,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,16:00,26,17,9
1622,52.49976299999999,13.4243623,0,52.49974,13.42438,,,,"EKT - Kinderladen Bande",1,154,2,0,0,0,0,0,0,0,0,0,0,14,14,0
2695,52.5087124,13.3137619,1,52.50906,13.31849,,,,"EKT - Kinderladen Goethestraße (EG links)",1,152,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,15,15,0
650,52.49256,13.38645,0,52.49251,13.38628,"0",,,"EKT - Kinderladen Luftabong",1,155,2,0,0,0,0,0,0,0,0,0,0,18,18,0
529,52.46594,13.43748,1,52.51439,13.59701,,,,"EKT - Kinderladen Pimpinella",1,156,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,28,16,12
348,52.55484999999999,13.4592,0,52.55452,13.46034,"2","6",,"EKT - Kinderladen Villa Honighut",1,157,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,41,33,8
1319,52.461669,13.3442882,0,52.46165,13.34424,,,,"EKT - Kinderladen Zweitausendfüßler",1,158,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,16,13,3
583,52.44568719999999,13.3681759,1,52.50354,13.34714,,,,"EKT - Kinderladeninitiative Tempelhof",1,159,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,18,18,0
2669,52.40885,13.54128,0,52.40883,13.54146,"19",,,"EKT - Kinderland Biene Maja",1,160,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,23,17,6
100016,52.5042103,13.4809905,0,52.50403,13.48093,,,,"EKT  Kinderleben - Kind erleben",1,161,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,20,15,5
1351,52.4581583,13.369913,0,52.45814,13.36986,"0|2","2|4",,"EKT - Kinderspielkreis Alboinplatz",1,162,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,17,14,3
1598,52.49604,13.4001867,0,52.49614,13.40011,"13|2","0|1|2|3|4|6","8|3","EKT - Kindervilla Waldemar",1,163,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,87,66,21
1817,52.4748915,13.3041008,0,52.47483,13.30416,"2",,,"EKT - Kissi",1,164,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,38,28,10
1431,52.47515,13.42336,0,52.47498,13.42314,"2",,,"EKT - Kita Karlsgartenstraße",1,165,2,0,0,0,0,0,0,0,0,0,0,16,0,16
2628,52.5319894,13.4364449,0,52.53198,13.43648,,,,"EKT - Kitaträumer",1,166,2,0,0,0,0,0,0,0,0,0,0,25,25,0
1348,52.3942,13.42091,0,52.39418,13.42094,,,,"EKT - Kita-Verein Lichtenrade Ost",1,167,2,0,0,0,0,0,0,0,0,0,0,null,null,0
416,52.39465999999999,13.42231,0,52.39461,13.42221,"2",,,"EKT - Kita-Verein Lichtenrade Ost - Groß-Ziethener-Str. 96",1,167,2,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,24,15,9
1350,52.39436,13.41897,0,52.39432,13.41897,"2",,,"EKT - Kita-Verein Lichtenrade Ost - Nahariyastr. 45",1,167,2,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,30,24,6
1560,52.55967,13.38449,0,52.55937,13.38434,,,,"EKT - Klapperkiste",1,168,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,19,13,6
1631,52.4853765,13.3989037,1,52.49006,13.39004,"2",,,"EKT - Klara Kirschkern e.V.",1,129,1,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,17,12,5
307,52.482876,13.4231835,0,52.48285,13.42335,"16",,,"EKT - Kleine Erdenwesen",1,169,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:00,17,11,6
3005,52.52594999999999,13.45111,0,52.52588,13.45148,,,,"EKT - Kleine Fische",1,170,2,08:00,17:00,08:00,16:30,08:00,16:30,08:00,17:00,08:00,16:30,19,11,8
2504,52.37676339999999,13.6475409,0,52.37616,13.6478,,,,"EKT - Kleine Fische-ganz groß",1,171,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,27,19,8
1796,52.4819719,13.318678,0,52.48198,13.31885,"9|1",,,"EKT - Kleine Panther",1,172,2,07:45,16:30,07:45,16:30,07:45,16:30,07:45,16:30,07:45,16:30,14,10,4
2824,52.54645,13.45263,0,52.54639,13.45264,"2",,,"EKT - Kleine Riesen - Große Zwerge",1,173,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,13,9,4
923,52.53026,13.34458,0,52.53017,13.34474,"2",,,"EKT - Kleiner Frosch/Türkischer Elternverein Bln-Brbg",1,174,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,46,34,12
981,52.47432,13.42441,0,52.47421,13.42472,"2",,,"EKT - Knallerbsen/Ecke Okerstr. 10",1,175,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,62,37,25
2690,52.49484,13.41837,0,52.4947,13.41883,"0",,,"EKT - Knatterbande",1,176,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,17,13,4
1591,52.494177,13.4177944,0,52.4941,13.41787,"0",,,"EKT - Knatterpampe",1,177,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,16,16,0
304,52.50118029999999,13.3380778,1,52.49669,13.33959,"2",,,"EKT - Knuddelmuddel",1,178,2,0,0,0,0,0,0,0,0,0,0,19,19,0
1150,52.4884936,13.419504,1,52.46116,13.44489,,,,"EKT - Knulp",1,179,2,0,0,0,0,0,0,0,0,0,0,20,20,0
292,52.617172,13.3392516,0,52.61708,13.33934,"16",,,"EKT - Knusperhäuschen",1,180,2,0,0,0,0,0,0,0,0,0,0,20,15,5
2447,52.5309168,13.4128944,0,52.53102,13.41306,"16",,,"EKT - Krausnick-Eck",1,181,2,0,0,0,0,0,0,0,0,0,0,17,12,5
578,52.4698688,13.3220081,0,52.47003,13.32108,"2",,,"EKT - Kraut und Rüben",1,182,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,15,12,3
1314,52.46464,13.33132,0,52.46481,13.33156,,,,"EKT - Krikel Krakel",1,183,2,0,0,0,0,0,0,0,0,0,0,14,14,0
907,52.487607,13.3967839,0,52.48761,13.39661,,,,"EKT - Krötenpfuhl",1,184,2,0,0,0,0,0,0,0,0,0,0,18,18,0
1752,52.52562289999999,13.1979489,0,52.52565,13.19799,,,,"EKT - Krowelstr.",1,185,2,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,07:30,15:00,15,11,4
1614,52.49027,13.37984,0,52.49025,13.37958,"2",,,"EKT - Krümelmonster e.V.",1,186,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,27,27,0
674,52.4594,13.34211,0,52.45939,13.34216,,,,"EKT - Kulleberga",1,187,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,15,9,6
1000,52.5097895,13.3007372,1,52.41008,13.39692,,,,"EKT - Kulturküken",1,188,2,0,0,0,0,0,0,0,0,0,0,25,15,10
2491,52.49216000000001,13.38408,0,52.49217,13.38411,,,,"EKT - Kulturschlüssel",1,189,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,23,18,5
2576,52.49553,13.4297,0,52.49548,13.42983,,,,"EKT - Kunterbunt",1,190,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,30,28,2
1611,52.4956904,13.4272009,1,52.50082,13.42368,"2",,,"EKT - Langer Rüssel",1,191,2,0,0,0,0,0,0,0,0,0,0,16,16,0
1309,52.4360256,13.3494879,0,52.43603,13.34962,,,,"EKT - Lankwitzer Spielkiste",1,192,2,07:15,16:15,07:15,16:15,07:15,16:15,07:15,16:15,07:15,16:15,30,null,null
2712,52.5122225,13.2916114,0,52.51222,13.29151,,,,"EKT - Las Abejitas",1,193,2,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,15,15,0
1617,52.5021426,13.4296867,0,52.50201,13.4296,"2","2|3",,"EKT - Leierkasten",1,194,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,19,13,6
1361,52.40869739999999,13.402909,0,52.40864,13.40286,"0","2",,"EKT - Lichtenrader Dreckspatzen",1,195,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:00,34,17,17
2670,52.5114746,13.4699408,0,52.51146,13.46991,"2",,,"EKT - Lieblingsplatz",1,196,2,0,0,0,0,0,0,0,0,0,0,26,24,2
1925,52.4829036,13.360531,0,52.48296,13.36049,,,,"EKT - Lilo Leopard",1,197,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,13,6,7
2536,52.486089,13.4386002,0,52.48607,13.43867,"3","3","6","EKT - Loupiot",1,198,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,22,12,10
1635,52.500873,13.4363776,0,52.49737,13.44452,"2",,,"EKT - Löwenhöhle",1,199,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,22,13,9
2981,52.50839999999999,13.45543,0,52.50796,13.45552,,,,"EKT - LUNA",1,200,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,18,15,3
811,52.4889508,13.3745578,0,52.48883,13.37477,"2",,,"EKT - Macht nix",1,201,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,12,0,12
2582,52.48842,13.3752,0,52.48852,13.37451,"2",,,"EKT - Macht nix",1,201,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,16,14,2
1553,52.474957,13.4258424,0,52.47492,13.42587,,"2",,"EKT - Mafalda",1,202,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,27,17,10
818,52.5155462,13.3182951,0,52.5155,13.31857,"0","0|2|4",,"EKT - Maikäfer",1,203,2,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,14,13,1
1802,52.4880533,13.3174385,0,52.48808,13.31743,"2","0|4",,"EKT - Maikäfer (Gartenhaus)",1,204,2,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,21,16,5
2325,52.53434,13.34942,0,52.53428,13.34965,"0","0|1|2|3|4|6","2","EKT - Maluch",1,205,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:00,30,20,10
654,52.5058259,13.2834692,0,52.50586,13.28352,,,,"EKT - Mappagei",1,206,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,15,15,0
676,52.4582,13.37454,0,52.45818,13.37452,"2",,,"EKT - Märchenwald/Ver.z.Errichtg u.Betreibg v.EKTs e.V.",1,64,2,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,17:30,56,43,13
1558,52.54779000000001,13.39435,0,52.54763,13.39438,"0",,,"EKT - Mauerspechte",1,207,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,16,16,0
1434,52.42767,13.46686,0,52.42747,13.46684,"2",,,"EKT - Mieterinitiative HWS-Gropiusstadt",1,208,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,28,23,5
576,52.4710481,13.3283466,0,52.47103,13.32809,"2",,,"EKT - Milchzahn",1,209,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,15:00,18,16,2
1030,52.47420899999999,13.4512324,0,52.47416,13.45121,"2","1|2|4",,"EKT - Minihausen",1,210,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,33,18,15
2590,52.5462848,13.4210513,0,52.54633,13.42079,"2",,,"EKT - Mischpoke",1,211,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,30,30,0
987,52.49371,13.41724,0,52.49392,13.41749,"9|4",,,"EKT - Mondlicht I",0,212,1,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,51,51,0
1578,52.49375,13.41758,0,52.49386,13.41771,"9|4|1",,,"EKT - Mondlicht II",0,212,1,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,15,15,0
1584,52.4909676,13.4214127,0,52.49087,13.42137,"7|4|1",,,"EKT - Mondsichel",0,212,1,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,32,32,0
569,52.4602375,13.2749071,0,52.45958,13.27512,"0","0|1|2|3|4|6|5",,"EKT - Montessori-Gemeinschaftshaus",1,213,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,23,23,0
1551,52.48771439999999,13.3743045,0,52.48766,13.3743,,,,"EKT - Monumentenbande",1,214,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,14,14,0
2664,52.45488,13.62862,0,52.45479,13.6287,"13|0","2|4",,"EKT - Müggelräuber",1,215,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,42,30,12
384,52.49739,13.44671,0,52.49741,13.44663,"20",,,"EKT - Munkelrübe",1,216,2,0,0,0,0,0,0,0,0,0,0,18,18,0
1921,52.49234999999999,13.36639,0,52.49233,13.36648,,,,"EKT - Murkel",1,217,2,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,15,15,0
762,52.49295,13.42742,0,52.49291,13.42784,,,,"EKT - Naseweis",1,218,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,20,20,0
967,52.4853765,13.3989037,1,52.50035,13.38606,"0","2",,"EKT - Nasreddin",1,219,2,07:30,16:45,07:30,16:30,07:30,16:40,07:30,16:40,07:30,16:30,22,11,11
534,52.50168,13.43399,0,52.5014,13.43367,,,,"EKT - Nestwärme",1,220,2,0,0,0,0,0,0,0,0,0,0,69,48,21
739,52.488514,13.4195066,1,52.46129,13.44422,"9|4|1",,,"EKT - Neumond",0,212,1,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,30,30,0
308,52.4787936,13.4227979,0,52.47875,13.4228,"4|0",,,"EKT - Neuzeitlich-christliche Initiative",0,221,2,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,35,23,12
2498,52.53661,13.42604,0,52.53633,13.4258,"2","0",,"EKT - Obst und Gemüse",1,222,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,30,25,5
1531,52.548811,13.2100582,0,52.54876,13.21003,"2",,,"EKT - Oscar",1,223,2,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,17,17,0
728,52.504358,13.3681292,0,52.50428,13.3682,,,,"EKT - Pädagogisches Zentrum Bissingzeile",1,224,2,0,0,0,0,0,0,0,0,0,0,39,39,0
841,52.5285243,13.3453698,1,52.5282,13.63473,"12",,,"EKT - Panther, Tiger und Co.",1,225,2,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,25,20,5
1316,52.4554141,13.3230311,0,52.45531,13.32328,,,,"EKT - Papalagi",1,226,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,25,17,8
1786,52.4801861,13.3223836,1,52.47972,13.42803,"2",,,"EKT - Paul und Klärchen",1,227,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:00,15,8,7
2326,52.5277111,13.351492,0,52.52768,13.35171,"0",,,"EKT - Perle",1,228,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,21,21,0
